feature,monthly_slopes,mean_slope,newey_west_t_stat,sign_consistency,selected,horizon_months,fold
valuation_percentile,69,0.0180759237223853,0.627398801796125,0.5652173913043478,False,3,2024-12-31_2025-02-28
volatility_1y,69,0.0027135257004409,0.1141883709261054,0.4782608695652174,False,3,2024-12-31_2025-02-28
downside_volatility,69,-0.0025202183982778,-0.1198356003026384,0.5072463768115942,False,3,2024-12-31_2025-02-28
beta_local_market,69,-0.0087800053318679,-0.2847139864900908,0.4927536231884058,False,3,2024-12-31_2025-02-28
beta_global_market,69,0.0027135257004409,0.1141883709261054,0.4782608695652174,False,3,2024-12-31_2025-02-28
max_drawdown_1y,69,0.0118603321609012,0.458931283548942,0.5652173913043478,False,3,2024-12-31_2025-02-28
var_5,69,-0.003061861181498,-0.1237118325504396,0.4492753623188406,False,3,2024-12-31_2025-02-28
cvar_5,69,0.0021712278664171,0.0960595637208962,0.5362318840579711,False,3,2024-12-31_2025-02-28
momentum_6m,69,0.017480832054245,0.9061681217346186,0.5797101449275363,False,3,2024-12-31_2025-02-28
sharpe_proxy,69,-0.0072510655626392,-0.233544797752194,0.4782608695652174,False,3,2024-12-31_2025-02-28
sortino_proxy,69,-0.0073214344719605,-0.2345854810657653,0.463768115942029,False,3,2024-12-31_2025-02-28
risk_score,69,0.0031477120936562,0.1325157111969486,0.5507246376811594,False,3,2024-12-31_2025-02-28
liquidity_score,69,0.0155120019920499,3.317606764356469,0.7101449275362319,True,3,2024-12-31_2025-02-28
liquidity_stress_score,69,-0.0155120019920499,-3.317606764356468,0.7101449275362319,True,3,2024-12-31_2025-02-28
average_daily_value_usd,69,0.0155120019920499,3.317606764356469,0.7101449275362319,True,3,2024-12-31_2025-02-28
market_cap_usd,69,-0.0489306980893714,-3.825137927870908,0.7101449275362319,True,3,2024-12-31_2025-02-28
